问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,82,20,T:System.Windows.MessageBox,,,,,MessageBox.Show(e.ToString());
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,82,20,T:System.Windows.MessageBoxResult,,,,,MessageBox.Show(e.ToString());
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,82,20,M:System.Windows.MessageBox.Show(System.String),,,,,MessageBox.Show(e.ToString());
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,56,12,T:System.Windows.RoutedEventHandler,,,,,Loaded += Init;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,56,12,T:System.Windows.RoutedEventHandler,,,,,Loaded += Init;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,56,12,E:System.Windows.FrameworkElement.Loaded,,,,,Loaded += Init;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,52,12,T:System.Windows.Threading.Dispatcher,,,,,_qrWriter = new SkiaQrWriter((map) => Dispatcher.Invoke(()=> this.QrBitmap = map));
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,52,12,P:System.Windows.Threading.DispatcherObject.Dispatcher,,,,,_qrWriter = new SkiaQrWriter((map) => Dispatcher.Invoke(()=> this.QrBitmap = map));
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,49,12,T:System.Windows.Application,,,,,ServiceProvider = ((App)System.Windows.Application.Current).ServiceProvider;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,49,12,T:System.Windows.Application,,,,,ServiceProvider = ((App)System.Windows.Application.Current).ServiceProvider;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,49,12,P:System.Windows.Application.Current,,,,,ServiceProvider = ((App)System.Windows.Application.Current).ServiceProvider;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,47,12,P:System.Windows.FrameworkElement.DataContext,,,,,this.DataContext = this;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,45,8,M:System.Windows.Window.#ctor,,,,,public QRWindow()          {              this.DataContext = this;              InitializeComponent();              ServiceProvider = ((App)System.Windows.Application.Current).ServiceProvider;              _logger = ServiceProvider.GetRequiredService<ILogger<QRWindow>>();                _qrWriter = new SkiaQrWriter((map) => Dispatcher.Invoke(()=> this.QrBitmap = map));              _qrGunReader = new UsbQrGunReader();              _qrGunReader.Readed += OnQrRead;              IsCanConnect = true;              Loaded += Init;          }
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,56,12,T:System.Windows.RoutedEventHandler,,,,,Loaded += Init;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,56,12,T:System.Windows.RoutedEventHandler,,,,,Loaded += Init;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,56,12,E:System.Windows.FrameworkElement.Loaded,,,,,Loaded += Init;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,52,12,T:System.Windows.Threading.Dispatcher,,,,,_qrWriter = new SkiaQrWriter((map) => Dispatcher.Invoke(()=> this.QrBitmap = map));
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,52,12,P:System.Windows.Threading.DispatcherObject.Dispatcher,,,,,_qrWriter = new SkiaQrWriter((map) => Dispatcher.Invoke(()=> this.QrBitmap = map));
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,49,12,T:System.Windows.Application,,,,,ServiceProvider = ((App)System.Windows.Application.Current).ServiceProvider;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,49,12,T:System.Windows.Application,,,,,ServiceProvider = ((App)System.Windows.Application.Current).ServiceProvider;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,49,12,P:System.Windows.Application.Current,,,,,ServiceProvider = ((App)System.Windows.Application.Current).ServiceProvider;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,47,12,P:System.Windows.FrameworkElement.DataContext,,,,,this.DataContext = this;
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,45,8,M:System.Windows.Window.#ctor,,,,,public QRWindow()          {              this.DataContext = this;              InitializeComponent();              ServiceProvider = ((App)System.Windows.Application.Current).ServiceProvider;              _logger = ServiceProvider.GetRequiredService<ILogger<QRWindow>>();                _qrWriter = new SkiaQrWriter((map) => Dispatcher.Invoke(()=> this.QrBitmap = map));              _qrGunReader = new UsbQrGunReader();              _qrGunReader.Readed += OnQrRead;              IsCanConnect = true;              Loaded += Init;          }
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\QRWindow.g.i.cs,42,81,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\QRWindow.xaml.cs,35,36,T:System.Windows.Window,,,,,Window
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\App.g.i.cs,66,12,M:System.Windows.Application.Run,,,,,app.Run();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\App.g.i.cs,51,12,T:System.Uri,,,,,"this.StartupUri = new System.Uri(""QrWindow.xaml"", System.UriKind.Relative);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\App.g.i.cs,51,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"this.StartupUri = new System.Uri(""QrWindow.xaml"", System.UriKind.Relative);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\App.g.i.cs,51,12,T:System.Uri,,,,,"this.StartupUri = new System.Uri(""QrWindow.xaml"", System.UriKind.Relative);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\App.g.i.cs,51,12,P:System.Windows.Application.StartupUri,,,,,"this.StartupUri = new System.Uri(""QrWindow.xaml"", System.UriKind.Relative);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\App.xaml.cs,27,8,T:System.Windows.StartupEventArgs,,,,,protected override void OnStartup(StartupEventArgs e)
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\App.xaml.cs,29,12,M:System.Windows.Application.OnStartup(System.Windows.StartupEventArgs),,,,,base.OnStartup(e);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\App.xaml.cs,23,31,M:System.Windows.Application.#ctor,,,,,Application
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\App.xaml.cs,23,31,T:System.Windows.Application,,,,,Application
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,121,12,T:System.Windows.Controls.TextBlock,,,,,this.log = ((System.Windows.Controls.TextBlock)(target));
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,118,12,T:System.Windows.Controls.TextBox,,,,,this.result = ((System.Windows.Controls.TextBox)(target));
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,115,12,T:System.Windows.Controls.Image,,,,,this.Viewer = ((System.Windows.Controls.Image)(target));
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,109,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.Stop);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,109,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.Stop);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,109,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.Stop);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,101,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.Go);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,101,12,T:System.Windows.RoutedEventHandler,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.Go);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,101,12,E:System.Windows.Controls.Primitives.ButtonBase.Click,,,,,((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.Go);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,83,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,83,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,80,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/KN.SafeCommunicationPlatform.Wpf;V1.0.0.0;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,80,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/KN.SafeCommunicationPlatform.Wpf;V1.0.0.0;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,63,51,T:System.Windows.Controls.TextBlock,,,,,log
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,55,49,T:System.Windows.Controls.TextBox,,,,,result
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\obj\Debug\net6.0-windows\MainWindow.g.i.cs,47,47,T:System.Windows.Controls.Image,,,,,Viewer
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,78,16,T:System.Windows.Controls.TextBlock,,,,,"log.Text = log.Text.Substring(0, 9000);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,78,16,P:System.Windows.Controls.TextBlock.Text,,,,,"log.Text = log.Text.Substring(0, 9000);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,78,16,T:System.Windows.Controls.TextBlock,,,,,"log.Text = log.Text.Substring(0, 9000);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,78,16,P:System.Windows.Controls.TextBlock.Text,,,,,"log.Text = log.Text.Substring(0, 9000);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,76,12,T:System.Windows.Controls.TextBlock,,,,,"if(log.Text.Length > 9000)              {                  log.Text = log.Text.Substring(0, 9000);              }"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,76,12,P:System.Windows.Controls.TextBlock.Text,,,,,"if(log.Text.Length > 9000)              {                  log.Text = log.Text.Substring(0, 9000);              }"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,75,12,T:System.Windows.Controls.TextBlock,,,,,"log.Text = text.PadRight(80) + ""---"" + DateTime.Now + ""\n"" + log.Text;"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,75,12,P:System.Windows.Controls.TextBlock.Text,,,,,"log.Text = text.PadRight(80) + ""---"" + DateTime.Now + ""\n"" + log.Text;"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,75,12,T:System.Windows.Controls.TextBlock,,,,,"log.Text = text.PadRight(80) + ""---"" + DateTime.Now + ""\n"" + log.Text;"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,75,12,P:System.Windows.Controls.TextBlock.Text,,,,,"log.Text = text.PadRight(80) + ""---"" + DateTime.Now + ""\n"" + log.Text;"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,67,8,T:System.Windows.RoutedEventArgs,,,,,"private void Stop(object sender, RoutedEventArgs e)"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,32,8,T:System.Windows.RoutedEventArgs,,,,,"public async void Go(object sender, RoutedEventArgs args)"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,61,16,T:System.Windows.Controls.TextBox,,,,,"AppendLog(""="" + result.Text ?? this.result.Text);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,61,16,P:System.Windows.Controls.TextBox.Text,,,,,"AppendLog(""="" + result.Text ?? this.result.Text);"
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,60,16,T:System.Windows.Controls.TextBox,,,,,this.result.Text = Convert.ToBase64String(result.RawBytes);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,60,16,P:System.Windows.Controls.TextBox.Text,,,,,this.result.Text = Convert.ToBase64String(result.RawBytes);
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,54,20,T:System.Windows.Media.Imaging.WriteableBitmap,,,,,this.Viewer.Source = mat.ToWriteableBitmap();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,54,20,T:System.Windows.Controls.Image,,,,,this.Viewer.Source = mat.ToWriteableBitmap();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,54,20,T:System.Windows.Media.ImageSource,,,,,this.Viewer.Source = mat.ToWriteableBitmap();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,54,20,P:System.Windows.Controls.Image.Source,,,,,this.Viewer.Source = mat.ToWriteableBitmap();
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,52,16,T:System.Windows.Threading.Dispatcher,,,,,Dispatcher.Invoke(() =>                  {                      this.Viewer.Source = mat.ToWriteableBitmap();                  });
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,52,16,P:System.Windows.Threading.DispatcherObject.Dispatcher,,,,,Dispatcher.Invoke(() =>                  {                      this.Viewer.Source = mat.ToWriteableBitmap();                  });
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,52,16,M:System.Windows.Threading.Dispatcher.Invoke(System.Action),,,,,Dispatcher.Invoke(() =>                  {                      this.Viewer.Source = mat.ToWriteableBitmap();                  });
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,24,8,M:System.Windows.Window.#ctor,,,,,public MainWindow()          {              InitializeComponent();          }
Api.0001,对所选 .NET 版本二进制不兼容,Active,Mandatory,1,src\KN.SafeCommunicationPlatform.Wpf\KN.SafeCommunicationPlatform.Wpf.csproj,File,src\KN.SafeCommunicationPlatform.Wpf\MainWindow.xaml.cs,24,8,M:System.Windows.Window.#ctor,,,,,public MainWindow()          {              InitializeComponent();          }
